SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
3132,118302,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 601,800,14/02/2022,Bom,7534,GOI,B
3133,118303,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO ACADÊMICA,SALA 602,5278,14/02/2022,Bom,7534,GOI,B
3134,118304,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 602,800,14/02/2022,Bom,7534,GOI,B
3135,118305,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO ACADÊMICA,SALA 602,5278,14/02/2022,Bom,7534,GOI,B
3136,118306,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 602,800,14/02/2022,Bom,7534,GOI,B
3137,118307,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO ACADÊMICA,SALA 602,5278,14/02/2022,Bom,7534,GOI,B
3138,118308,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 602,800,14/02/2022,Bom,7534,GOI,B
3139,118309,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO ACADÊMICA,SALA 602,5278,14/02/2022,Bom,7534,GOI,B
3140,118310,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 602,800,14/02/2022,Bom,7534,GOI,B
3141,118311,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,5278,14/02/2022,Bom,7534,GOI,B
3142,118312,MONITOR HP V22B,41,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,800,14/02/2022,Bom,7534,GOI,B
3143,118313,COMPUTADOR ELITEDESK 800 G5,41,COORDENAÇÃO ACADÊMICA,SALA 602,5278,14/02/2022,Bom,7534,GOI,B
3144,118314,MONITOR HP V22B,41,COORDENAÇÃO ACADÊMICA,SALA 602,800,14/02/2022,Bom,7534,GOI,B
3145,118315,COMPUTADOR HP ELITEDESK 800 G5,41,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,5278,14/02/2022,Bom,7534,GOI,B
3146,118316,MONITOR HP V22B,41,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,800,14/02/2022,Bom,7534,GOI,B
3147,118317,HD EXTERNO WD ELEMENTS 4TB,35,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,BACINE - A/C JANSEN,"374,83",11/03/2022,Bom,319/2020,GOI,B
3148,118319,APARELHO DE AR CONDICIONADO ELGIN ATUALLE ECO PISO TETO 36000BTUS,34,BIBLIOTECA,BIBLIOTECA - ESTUDO COLETIVO,5685,21/11/2023,Bom,406866,GOI,B
3149,118320,APARELHO DE AR CONDICIONADO ELGIN HI-WALL ECO POWER 24000 BTUS,34,BIBLIOTECA,BIBLIOTECA SALA DE INFORMÁTICA,"2920,1",21/11/2023,Bom,406866,GOI,B
3150,118321,APARELHO DE AR CONDICIONADO ELGIN HI-WALL ECO POWER 18000 BTUS,34,COORDENAÇÃO ACADÊMICA,B5 T502 CA/CAPD,2270,21/11/2023,Bom,406866,GOI,B
3151,118322,APARELHO DE AR CONDICIONADO ELGIN ATUALLE ECO PISO TETO 36000BTUS,34,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,S609 - ESTÚDIO,5685,21/11/2023,Bom,406866,GOI,B
3152,118323,APARELHO DE AR CONDICIONADO ELGIN ATUALLE ECO PISO TETO 36000BTUS,34,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S602 LAB EDICAO DE VIDEO,5685,21/11/2023,Bom,406866,GOI,B
3153,118324,APARELHO DE AR CONDICIONADO ELGIN ATUALLE ECO PISO TETO 36000BTUS,34,COORDENAÇÃO ACADÊMICA,S601 - LAB DE INFORMÁTICA,5685,21/11/2023,Bom,406866,GOI,B
3154,118325,ESTANTE AÇO INOX,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606,280,24/02/2022,Bom,7646,GOI,B
3155,118326,ESTANTE AÇO INOX,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606,280,24/02/2022,Bom,7646,GOI,B
3156,118327,ESTANTE AÇO INOX,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606 AGROINDUSTRIA,280,24/02/2022,Bom,7646,GOI,B
3157,118328,ESTANTE AÇO INOX,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606 AGROINDUSTRIA,280,24/02/2022,Bom,7646,GOI,B
3158,118329,ESTANTE AÇO INOX,42,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,S606 AGROINDUSTRIA,280,24/02/2022,Bom,7646,GOI,B
3159,118330,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALÃO DE EVENTOS,450,21/09/2022,Bom,1792,GOI,B
3160,118331,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALÃO DE EVENTOS,450,21/09/2022,Bom,1792,GOI,B
3161,118334,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALÃO DE EVENTOS,450,21/09/2022,Bom,1792,GOI,B
3162,118335,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALÃO DE EVENTOS,450,21/09/2022,Bom,1792,GOI,B
3163,118336,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3164,118337,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3165,118338,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3166,118339,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3167,118340,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3168,118341,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3169,118342,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3170,118343,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3171,118344,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3172,118345,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3173,118346,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3174,118347,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3175,118348,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3176,118349,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3177,118350,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3178,118351,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3179,118352,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3180,118353,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3181,118354,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3182,118355,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3183,118356,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3184,118357,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3185,118358,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3186,118359,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3187,118360,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3188,118361,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3189,118362,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3190,118363,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3191,118364,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3192,118365,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3193,118366,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3194,118367,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3195,118368,CARTEIRA DE ESTUDO VERDE,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,450,21/09/2022,Bom,1792,GOI,B
3196,118371,PROJETOR DE MULTIMIDIA EPSON POWERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,B1 ALMOXARIFADO (DEFEITO TOMAD,"2995,76",11/03/2022,Bom,1458,GOI,B
3197,118372,PROJETOR DE MULTIMIDIA EPSON POWERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,S506,"2995,76",11/03/2022,Bom,1458,GOI,B
3198,118373,PROJETOR DE MULTIMIDIA EPSON POWERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,S610 (NO ENCONTRADO),"2995,76",11/03/2022,Bom,1458,GOI,B
3199,118374,PROJETOR DE MULTIMIDIA EPSON POWERLITE X 41,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S602 LAB EDICAO DE VIDEO,"2995,76",11/03/2022,Bom,1458,GOI,B
3200,118375,PROJETOR DE MULTIMIDIA EPSON POWER LITE X41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,B1 ALMOXARIFADO (DEFEITO),"2995,76",30/03/2022,Bom,1458,GOI,B
3201,118376,PROJETOR DE MULTIMIDIA EPSON POWER LITE X41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,GPPGE,"2995,76",30/03/2022,Bom,1458,GOI,B
3202,118377,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,S604 - LAB BIOLOGIA - PROF CRI,"2995,76",30/03/2022,Bom,1482,GOI,B
3203,118378,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,LAB DE SOLOS (NO ENCONTRADO),"2995,76",30/03/2022,Bom,1482,GOI,B
3204,118379,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,GPPGE,"2995,76",30/03/2022,Bom,1482,GOI,B
3205,118380,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALA DOS PROFESSORES,"2995,76",30/03/2022,Bom,1482,GOI,B
3206,118381,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,SALA DOS PROFESSORES,"2995,76",30/03/2022,Bom,1482,GOI,B
3207,118382,PROJETOR MULTIMIDIA EPSON POWEERLITE X 41,33,DEPARTAMENTO DE ÁREAS ACADÊMICAS,COORDENAO ACADMICA,"2995,76",30/03/2022,Bom,1482,GOI,B
3208,118383,NOTEBOOK ACER ASPIRE ES576,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,SALA DA TI,"2006,5",25/03/2022,Bom,319/2020,GOI,B
3209,118391,TELEFONE CELULAR APLLE A1901 X 64 GB,6,NUCLEO DE ATENDIMENTO A PESSOAS COM NECESSIDADES ESPECIFICAS,B2 SALA DO NAPNE,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3210,118392,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO ACADÊMICA,ALMOXARIFADO,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3211,118393,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3212,118394,TELEFONE CELULAR APPLE A1901 X 64 GB,6,CHEFIA DE GABINETE,B1 CG,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3213,118395,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO DE APOIO PEDAGOGICO AO DISCENTE,B5 T502 CA/CAPD,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3214,118396,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO DE COMUNICAÇÃO E EVENTOS,ALMOXARIFADO,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3215,118397,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL,ALMOXARIFADO,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3216,118398,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO ACADÊMICA,CA LABORATORIO INFORMATICA,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3217,118399,TELEFONE CELULAR APPLE A1901 X 64 GB,6,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,BACINE,"3220,73",31/03/2022,Bom,319/2020,GOI,B
3218,118400,CAIXA ACUSTICA JBL BAR STUDIO ORIGEM,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,"1632,78",31/03/2022,Bom,319/2020,GOI,B
3219,118402,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3220,118403,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,COORDENAÇÃO DE INTEGRAÇÃO ESCOLA - EMPRESA,CAP,"454,05",26/11/2018,Bom,,GOI,B
3221,118404,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,COORDENAÇÃO DE COMUNICAÇÃO E EVENTOS,B1 CCS,"454,05",26/11/2018,Bom,,GOI,B
3222,118405,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3223,118406,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3224,118407,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3225,118408,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3226,118409,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,COORDENAÇÃO DE APOIO PEDAGOGICO AO DISCENTE,,"454,05",26/11/2018,Bom,,GOI,B
3227,118410,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,"454,05",26/11/2018,Bom,,GOI,B
3228,118411,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3229,118412,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3230,118413,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3231,118414,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3232,118415,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3233,118416,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3234,118417,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3235,118418,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3236,118419,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3237,118420,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3238,118421,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL,,"454,05",26/11/2018,Bom,,GOI,B
3239,118422,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3240,118423,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3241,118424,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3242,118425,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3243,118426,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3244,118427,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3245,118428,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3246,118429,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3247,118430,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3248,118431,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3249,118432,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3250,118433,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3251,118434,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3252,118435,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3253,118436,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3254,118437,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,COORDENAÇÃO DE APOIO AO ENSINO,B1 CAAAE/CORAE,"454,05",26/11/2018,Bom,,GOI,B
3255,118438,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3256,118439,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,05",26/11/2018,Bom,,GOI,B
3257,118440,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"454,04",26/11/2018,Bom,,GOI,B
3258,118441,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"458,21",26/11/2018,Bom,,GOI,B
3259,118442,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"474,89",26/11/2018,Bom,,GOI,B
3260,118443,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"479,06",26/11/2018,Bom,,GOI,B
3261,118444,SMARTPHONE SAMSUNG GRAN PRIME CARTÃO DE MEMÓRIA 8GB,6,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"487,4",26/11/2018,Bom,,GOI,B
3262,118445,FURADEIRA DE IMPACTO DE 1/2 220V 800W,34,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,"343,87",02/01/2019,Bom,,GOI,B
3263,118446,FURADEIRA DE IMPACTO DE 1/2 220V 800W,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,"343,87",02/01/2019,Bom,,GOI,B
3264,118447,"GPS - PORTÁTIL TELA COLORIDA, BÚSSOLA ELETR, CARTÃO MEM 8GB",4,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,"1546,86",03/12/2018,Bom,,GOI,B
3265,118448,FURADEIRA DE IMPACTO DE 1/2 220V 800W,34,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,"343,87",03/01/2019,Bom,,GOI,B
3266,118449,"FONE DE OUVIDO, 24 OHMS DE IMPEDÂNCIA, DRIVERS 40 MILIMETROS",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,150,02/01/2019,Bom,,GOI,B
3267,118450,"FONE DE OUVIDO, 24 OHMS DE IMPEDÂNCIA, DRIVERS 40 MILIMETROS",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,150,02/01/2019,Bom,,GOI,B
3268,118451,"FONE DE OUVIDO, 24 OHMS DE IMPEDÂNCIA, DRIVERS 40 MILIMETROS",33,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,B6 S608 NPD,150,02/01/2019,Bom,,GOI,B
